1	145.5
2	145.5
3	145.5
4	145.5
5	145.5
6	145.5
7	145.5
8	145.5
9	145.5
10	145.5
11	145.5
12	145.5
13	145.5
14	145.5
15	145.5
16	145.5
17	145.5
18	145.5
19	145.5
20	145.5
21	145.5
22	145.5
23	145.5
24	145.5
25	145.5
26	145.5
27	145.5
28	145.5
29	145.5
30	145.5
31	145.5
32	145.5
33	145.5
34	145.5
35	145.5
36	145.5
37	145.5
38	145.5
39	145.5
40	145.5
41	145.5
42	145.5
43	145.5
44	145.5
45	145.5
46	145.5
47	145.5
48	145.5
49	145.5
50	145.5
51	145.5
52	145.5
53	145.5
54	145.5
55	145.5
56	145.5
57	145.5
58	145.5
59	145.5
60	145.5
61	145.5
62	145.5
63	145.5
64	145.5
65	145.5
66	145.5
67	145.5
68	145.5
69	145.5
70	145.5
71	145.5
72	145.5
73	145.5
74	145.5
75	145.5
76	145.5
77	145.5
78	145.5
79	145.5
80	145.5
81	144.9
82	144.4
83	143.8
84	143.2
85	142.6
86	142
87	140.7
88	139.3
89	138
90	136.8
91	136
92	135.1
93	134.3
94	134.2
95	134.8
96	135.2
97	135.8
98	136.3
99	136.9
100	137.4
101	137.8
102	136.6
103	135.4
104	134.3
105	132.7
106	130
107	127.3
108	124.6
109	122.1
110	119.8
111	117.5
112	116
113	115.4
114	114.8
115	115.1
116	117.1
117	119.2
118	121.7
119	126.6
120	131.5
121	136.4
122	142.2
123	148.3
124	154.4
125	160.6
126	165.6
127	169.7
128	173.9
129	178
130	182.1
131	186.8
132	191.9
133	197
134	202
135	207.1
136	212.1
137	218.9
138	225.9
139	233
140	240
141	247.1
142	254.1
143	260.9
144	267.3
145	273.6
146	280
147	286.3
148	292.7
149	299.1
150	305.2
151	310.9
152	316.6
153	322.3
154	328
155	333.7
156	339.4
157	345.1
158	350.4
159	355.5
160	360.5
161	365.6
162	370.7
163	375.8
164	380.8
165	385.9
166	390.5
167	395
168	399.5
169	404
170	408.5
171	413
172	417.4
173	421.9
174	432.4
175	450.6
176	468.9
177	487.1
178	505.4
179	523.7
180	541.9
181	560.2
182	578.5
183	608.7
184	643.1
185	677.5
186	711.9
187	746.3
188	780.7
189	815.1
190	849.5
191	883.9
192	918.7
193	953.7
194	988.7
195	1023.7
196	1058.8
197	1093.8
198	1128.8
199	1163.9
200	1198.9
201	1233.4
202	1264.8
203	1296.2
204	1327.6
205	1359
206	1390.4
207	1421.8
208	1453.2
209	1484.6
210	1516
211	1547.3
212	1575.2
213	1603.2
214	1631.1
215	1659.1
216	1687
217	1715
218	1742.9
219	1770.8
220	1798.8
221	1826.7
222	1853.8
223	1878.5
224	1903.1
225	1927.8
226	1952.4
227	1977.1
228	2001.7
229	2026.4
230	2051
231	2075.7
232	2100.3
233	2125
234	2147.6
235	2169.1
236	2190.6
237	2212.2
238	2233.7
239	2255.2
240	2276.7
241	2298.2
242	2319.7
243	2341.3
244	2362.8
245	2384.3
246	2405.7
247	2424.3
248	2442.8
249	2461.4
250	2479.9
251	2498.5
252	2517
253	2535.5
254	2554.1
255	2572.6
256	2591.2
257	2609.7
258	2628.2
259	2646.8
260	2664.7
261	2680.5
262	2696.3
263	2712
264	2727.8
265	2743.6
266	2759.3
267	2775.1
268	2790.9
269	2806.6
270	2822.4
271	2838.2
272	2853.9
273	2869.7
274	2885.5
275	2901
276	2914.9
277	2928.8
278	2942.7
279	2956.5
280	2970.4
281	2984.3
282	2998.1
283	3012
284	3025.9
285	3039.7
286	3053.6
287	3067.5
288	3081.3
289	3095.2
290	3109.1
291	3122.9
292	3136.7
293	3150.5
294	3164.3
295	3178.1
296	3191.9
297	3205.7
298	3219.5
299	3233.3
300	3247.1
301	3260.9
302	3274.7
303	3288.5
304	3302.3
305	3316.1
306	3329.9
307	3343.7
308	3357.5
309	3371.3
310	3385.1
311	3398.9
312	3412.7
313	3426.5
314	3440.3
315	3454.1
316	3454.1
317	3454.1
318	3454.1
319	3454.1
320	3454.1
321	3454.1
322	3454.1
323	3454.1
324	3454.1
325	3454.1
326	3454.1
327	3454.1
328	3454.1
329	3454.1
330	3454.1
331	3454.1
332	3454.1
333	3454.1
334	3454.1
335	3454.1
336	3454.1
337	3454.1
338	3454.1
339	3454.1
340	3454.1
341	3454.1
342	3454.1
343	3454.1
344	3454.1
345	3454.1
346	3454.1
347	3454.1
348	3454.1
349	3454.1
350	3454.1
351	3454.1
352	3454.1
353	3454.1
354	3454.1
355	3454.1
356	3454.1
357	3454.1
358	3454.1
359	3454.1
360	3454.1
361	3454.1
362	3454.1
363	3454.1
364	3454.1
365	3454.1
366	3454.1
367	3454.1
368	3454.1
369	3454.1
370	3454.1
371	3454.1
372	3454.1
373	3454.1
374	3454.1
375	3454.1
376	3454.1
377	3454.1
378	3454.1
379	3454.1
380	3454.1
381	3454.1
382	3454.1
383	3454.1
384	3454.1
385	3454.1
386	3454.1
387	3454.1
388	3454.1
389	3454.1
390	3454.1
391	3454.1
392	3454.1
393	3454.1
394	3454.1
395	3454.1
396	3454.1
397	3454.1
398	3454.1
399	3454.1
400	3454.1
401	3454.1
402	3454.1
403	3454.1
404	3454.1
405	3454.1
406	3454.1
407	3454.1
408	3454.1
409	3454.1
410	3454.1
411	3454.1
412	3454.1
413	3454.1
414	3454.1
415	3454.1
416	3454.1
417	3454.1
418	3454.1
419	3454.1
420	3454.1
421	3454.1
422	3454.1
423	3454.1
424	3454.1
425	3454.1
426	3454.1
427	3454.1
428	3454.1
429	3454.1
430	3454.1
431	3454.1
432	3454.1
433	3454.1
434	3454.1
435	3454.1
436	3454.1
437	3454.1
438	3454.1
439	3454.1
440	3454.1
441	3454.1
442	3454.1
443	3454.1
444	3454.1
445	3454.1
446	3454.1
447	3454.1
448	3454.1
449	3454.1
450	3454.1
451	3454.1
452	3454.1
453	3454.1
454	3454.1
455	3454.1
456	3454.1
457	3454.1
458	3454.1
459	3454.1
460	3454.1
461	3454.1
462	3454.1
463	3454.1
464	3454.1
465	3454.1
466	3454.1
467	3454.1
468	3454.1
469	3454.1
470	3454.1
471	3454.1
472	3454.1
473	3454.1
474	3454.1
475	3454.1
476	3454.1
477	3454.1
478	3454.1
479	3454.1
480	3454.1
481	3454.1
482	3454.1
483	3454.1
484	3454.1
485	3454.1
486	3454.1
487	3454.1
488	3454.1
489	3454.1
490	3454.1
491	3454.1
492	3454.1
493	3454.1
494	3454.1
495	3454.1
496	3454.1
497	3454.1
498	3454.1
499	3454.1
500	3454.1
